tank,treatment,family,length,weight,condition_factor
B,f.control,F,14.1,29.8,1.06306
B,f.control,N,17,48.4,0.98514
B,f.control,C,16,42.9,1.04736
B,f.control,I,18.8,63,0.94813
B,f.control,O,16.2,42.8,1.0067
B,f.control,H,16.8,51.1,1.07769
B,f.control,G,16.6,45.8,1.00125
B,f.control,O,15.3,38,1.06099
B,f.control,C,14.3,31,1.06012
B,f.control,O,17,48.9,0.99532
B,f.control,I,16.4,44.3,1.00432
B,f.control,C,16.8,49.2,1.03762
B,f.control,L,16.4,42.9,0.97258
B,f.control,N,15.6,37.4,0.98514
B,f.control,F,14.9,35.9,1.08526
B,f.control,N,15,34.2,1.01333
B,f.control,K,16,41.9,1.02295
B,f.control,D,11.8,14.9,0.90686
B,f.control,K,16.3,45.2,1.0437
B,f.control,O,16.8,44.7,0.94271
B,f.control,L,18.2,56.4,0.93555
B,f.control,P,17.6,53.8,0.98683
B,f.control,P,14.8,35,1.07965
B,f.control,J,15.4,37.5,1.02676
B,f.control,I,15.6,38.4,1.01148
B,f.control,L,16.7,46,0.98766
B,f.control,K,15.5,36,0.96673
B,f.control,O,17.9,61,1.06358
B,f.control,K,17.3,51.4,0.99272
B,f.control,I,16.3,43.4,1.00214
B,f.control,E,15.9,42.1,1.04735
B,f.control,L,15.6,38.2,1.00621
B,f.control,M,17.4,51.7,0.98139
B,f.control,G,17.5,49.9,0.93108
B,f.control,O,15.8,41.9,1.06229
B,f.control,O,16.8,49.6,1.04605
B,f.control,C,13,23.8,1.0833
B,f.control,G,16.4,44.3,1.00432
B,f.control,G,15.9,39,0.97023
B,f.control,N,15.8,39,0.98877
B,f.control,H,17.3,52.9,1.02169
B,f.control,G,17,49.8,1.01364
B,f.control,N,18,58.9,1.00995
B,f.control,F,15.3,38.9,1.08611
B,f.control,K,17.6,59.2,1.08588
B,f.control,I,16.6,46,1.00562
B,f.control,I,15,36,1.06667
B,f.control,H,15.7,39.2,1.01295
B,f.control,N,17,48,0.977
B,f.control,J,15.4,41.5,1.13628
B,f.control,L,16.4,44.7,1.01339
B,f.control,C,11.7,16.7,1.0427
B,f.control,J,15.1,35.4,1.02819
B,f.control,A,15.1,32,0.92944
B,f.control,K,15.6,38.5,1.01411
B,f.control,M,15.5,35.7,0.95868
B,f.control,H,16.7,48.3,1.03705
B,f.control,A,16.7,47.6,1.02202
B,f.control,P,15.1,33.2,0.96429
B,f.control,E,12.2,18.1,0.99678
B,f.control,K,14.9,33.6,1.01574
B,f.control,O,16,42.5,1.0376
B,f.control,K,16.3,47.6,1.09912
B,f.control,C,15.4,40.2,1.10069
B,f.control,N,15.4,36.9,1.01033
B,f.control,N,16.8,46.2,0.97435
B,f.control,A,12.2,17.4,0.95823
B,f.control,D,16.5,41.6,0.92607
B,f.control,E,16.5,42.3,0.94165
B,f.control,N,16.8,48.9,1.03129
B,f.control,O,16.5,43.4,0.96614
B,f.control,N,15.7,39,1.00778
B,f.control,G,17.5,51,0.9516
B,f.control,M,16.5,42.8,0.95278
B,f.control,C,14.2,29,1.01282
B,f.control,C,16,42.6,1.04004
B,f.control,N,16.2,40.6,0.95495
B,f.control,C,14.9,33.3,1.00667
B,f.control,O,16.3,44.1,1.0183
B,f.control,F,16,44.9,1.09619
B,f.control,O,16.3,47.2,1.08988
B,f.control,N,14.6,31.6,1.01538
C,f.control,C,15.1,37.6,1.09209
C,f.control,M,16,41.9,1.02295
C,f.control,M,16.4,46.9,1.06326
C,f.control,M,16.1,42,1.0064
C,f.control,I,8.4,6.1,1.02918
C,f.control,L,15,33.1,0.98074
C,f.control,F,16.1,45.2,1.08308
C,f.control,G,16,44.1,1.07666
C,f.control,L,17.4,49.7,0.94343
C,f.control,K,16.6,48.8,1.06683
C,f.control,K,16,44.9,1.09619
C,f.control,L,16.6,43.7,0.95534
C,f.control,O,15.3,37.5,1.04702
C,f.control,I,14.6,31.8,1.02181
C,f.control,H,16.3,46.4,1.07141
C,f.control,I,15.7,39.8,1.02845
C,f.control,I,15.2,36,1.02511
C,f.control,D,15.6,38.4,1.01148
C,f.control,I,16.5,47,1.04628
C,f.control,K,16.6,47.8,1.04497
C,f.control,N,15.3,46.7,1.30389
C,f.control,D,16.5,44.6,0.99285
C,f.control,M,15.7,39.2,1.01295
C,f.control,G,16.7,45,0.96619
C,f.control,F,14,29.6,1.07872
C,f.control,O,15.2,37,1.05359
C,f.control,D,14.5,36.8,1.2071
C,f.control,G,13.4,24.2,1.00578
C,f.control,A,15.3,35.1,0.98002
C,f.control,K,17,51.1,1.0401
C,f.control,P,10.7,12.8,1.04486
C,f.control,D,13.2,20.8,0.90436
C,f.control,N,14.7,31.4,0.9885
C,f.control,P,13.5,24.5,0.99578
C,f.control,P,14.3,29.3,1.00198
C,f.control,O,14.6,33.3,1.07
C,f.control,P,15.3,38.3,1.06936
C,f.control,H,17.6,56.9,1.0437
C,f.control,K,16.3,43.1,0.99521
C,f.control,N,16.6,45.9,1.00343
C,f.control,L,15.8,39,0.98877
C,f.control,O,16.5,44.4,0.9884
C,f.control,M,16.5,45.7,1.01734
C,f.control,I,13.3,26,1.10514
C,f.control,H,15.6,38.2,1.00621
C,f.control,A,15.9,37.9,0.94286
C,f.control,O,17.5,57.1,1.06542
C,f.control,A,15.6,41.1,1.0826
C,f.control,P,15,31.2,0.92444
C,f.control,D,16,44.4,1.08398
C,f.control,P,11.3,15.3,1.06037
C,f.control,N,15.9,38.9,0.96774
C,f.control,E,15.2,36.9,1.05074
C,f.control,N,15.5,36.5,0.98016
C,f.control,L,15,33.5,0.99259
C,f.control,G,12.9,21.1,0.98291
C,f.control,H,18.1,59.7,1.00679
C,f.control,A,15.8,37.7,0.95581
C,f.control,A,15.4,36.6,1.00212
C,f.control,D,16.6,45.3,0.99032
C,f.control,L,15.2,33.1,0.94253
C,f.control,J,14,30,1.09329
C,f.control,N,17,45.8,0.93222
C,f.control,K,16.5,45.3,1.00843
C,f.control,P,14.4,28.2,0.94441
C,f.control,E,14.1,27.2,0.97031
C,f.control,H,15.8,41,1.03947
C,f.control,F,14.4,32.7,1.09512
C,f.control,D,10,8.3,0.83
C,f.control,I,15.7,40.7,1.05171
C,f.control,M,16.8,44.1,0.93006
C,f.control,J,11.8,15.9,0.96772
C,f.control,P,14.1,27.2,0.97031
C,f.control,N,15.9,38,0.94535
C,f.control,D,15.8,40.5,1.0268
C,f.control,O,15.4,35.8,0.98021
C,f.control,P,16,40.4,0.98633
C,f.control,M,17,50.7,1.03196
C,f.control,D,12.9,20.6,0.95962
C,f.control,D,11.8,13.4,0.81557
C,f.control,J,14.2,27.5,0.96043
C,f.control,K,16.6,51.7,1.13023
C,f.control,P,15.3,35.2,0.98281
C,f.control,I,16.1,41.4,0.99203
C,f.control,C,16.1,43,1.03036
C,f.control,C,16.3,45.1,1.04139
C,f.control,K,14.9,32.8,0.99155
C,f.control,H,16.7,48.9,1.04993
C,f.control,N,16.3,40,0.92363
C,f.control,C,14.2,28.4,0.99187
C,f.control,O,16.6,47.1,1.02967
C,f.control,A,15.2,34.4,0.97955
C,f.control,O,15.9,38.6,0.96028
C,f.control,G,14.3,27,0.92333
C,f.control,C,17,53.7,1.09302
C,f.control,H,17.2,53.4,1.04944
C,f.control,M,16.6,46.5,1.01655
C,f.control,D,15,32.5,0.96296
C,f.control,M,16.5,44,0.97949
C,f.control,P,16.2,43.9,1.03257
C,f.control,H,18.2,64.7,1.07322
C,f.control,K,16.7,48,1.0306
C,f.control,N,16,40.1,0.979
C,f.control,H,12.8,21.6,1.02997
C,f.control,L,18.4,59.9,0.96155
C,f.control,K,16.2,47.5,1.11725
C,f.control,J,16.2,44.8,1.05374
C,f.control,L,16,38.7,0.94482
C,f.control,A,13.4,23.9,0.99331
C,f.control,C,14.3,28.3,0.96778
C,f.control,P,11.4,15.7,1.05971
C,f.control,J,11.5,15,0.98627
C,f.control,I,14.9,32.1,0.97039
C,f.control,P,14.3,30.2,1.03276
C,f.control,E,15.5,37.6,1.0097
C,f.control,I,15,34.6,1.02519
C,f.control,F,13.7,27.8,1.08114
C,f.control,N,15.4,35.3,0.96652
C,f.control,D,15.6,37.1,0.97724
C,f.control,F,13.7,26.4,1.0267
C,f.control,O,17.5,53.5,0.99825
C,f.control,I,14.4,27.7,0.92767
C,f.control,F,14.3,30.3,1.03618
C,f.control,P,13.8,26.1,0.99312
C,f.control,I,15.4,39.3,1.07604
C,f.control,G,17.4,51.8,0.98329
C,f.control,I,15.3,39.1,1.0917
C,f.control,J,15.8,39.1,0.9913
C,f.control,G,16.6,46.4,1.01436
C,f.control,N,15.1,32,0.92944
C,f.control,D,15.6,36.2,0.95353
C,f.control,C,14.2,30.3,1.05822
C,f.control,M,17.5,53.2,0.99265
C,f.control,H,17.3,50.5,0.97533
C,f.control,J,14.9,33.8,1.02178
C,f.control,I,15.2,36.4,1.0365
C,f.control,D,15.5,37.3,1.00164
C,f.control,A,14.8,31.6,0.97477
C,f.control,N,16.6,35.3,0.7717
C,f.control,H,16.5,49.8,1.10861
C,f.control,O,15.2,45.1,1.28424
C,f.control,L,15.5,35.7,0.95868
C,f.control,D,15.7,39.9,1.03104
C,f.control,D,15.7,35.6,0.91992
C,f.control,G,17.2,51.2,1.0062
C,f.control,G,17.5,56.1,1.04676
C,f.control,P,15.6,38.4,1.01148
C,f.control,K,17.7,59.4,1.07119
C,f.control,D,15.5,37.7,1.01239
C,f.control,K,17.5,57.2,1.06729
C,f.control,D,14.6,27.9,0.89649
C,f.control,P,15.5,35.5,0.95331
C,f.control,D,16.9,37.4,0.77484
C,f.control,O,15.5,37.9,1.01776
C,f.control,H,15.4,36.6,1.00212
C,f.control,J,15.2,36.1,1.02796
C,f.control,O,13.3,23.1,0.98188
C,f.control,K,17.5,60.2,1.12327
C,f.control,N,15.8,40.1,1.01665
C,f.control,J,15.1,36.2,1.05142
C,f.control,O,15.5,39.4,1.05804
C,f.control,C,15.9,41.8,1.03988
C,f.control,N,13.6,29.1,1.15685
C,f.control,M,16.8,45.5,0.95959
C,f.control,D,17.1,51,1.01996
C,f.control,J,10.6,12.3,1.03273
C,f.control,C,15.5,39.4,1.05804
C,f.control,P,15.4,33.5,0.91724
C,f.control,L,16.5,43.4,0.96614
C,f.control,P,15.7,36.4,0.94059
C,f.control,M,16,39.4,0.96191
C,f.control,L,18.6,60.6,0.94175
C,f.control,O,16.4,45.1,1.02246
C,f.control,A,15.5,37.8,1.01507
C,f.control,I,11.8,16.2,0.98598
C,f.control,P,14.8,31.6,0.97477
C,f.control,I,16.5,42,0.93497
C,f.control,G,16,37.7,0.92041
C,f.control,H,17.6,57,1.04553
C,f.control,P,16,39.9,0.97412
C,f.control,O,15.8,37.8,0.95834
C,f.control,M,16.4,44.6,1.01112
C,f.control,O,16.6,47.6,1.0406
C,f.control,E,13.3,24.6,1.04564
C,f.control,C,14.7,33.4,1.05146
C,f.control,K,16,39.1,0.95459
C,f.control,K,16.1,42.5,1.01838
C,f.control,A,15.1,35.5,1.03109
C,f.control,O,17,48.9,0.99532
C,f.control,J,15.5,37.8,1.01507
C,f.control,M,15.3,35.3,0.9856
C,f.control,P,15.1,33.3,0.96719
C,f.control,K,16.2,44,1.03492
C,f.control,C,15.6,37.6,0.99041
C,f.control,F,16.1,42.6,1.02078
C,f.control,N,15,32.3,0.95704
C,f.control,E,15.9,37.6,0.9354
C,f.control,C,13,22.8,1.03778
C,f.control,K,16.3,44,1.01599
C,f.control,P,14.2,27.4,0.95694
C,f.control,O,15,33.3,0.98667
C,f.control,P,14.9,32.1,0.97039
C,f.control,F,15.4,37,1.01307
C,f.control,J,15.4,39.4,1.07878
C,f.control,A,14.9,31.9,0.96434
C,f.control,O,15.2,36.7,1.04505
C,f.control,F,14.5,31.5,1.03325
C,f.control,C,13,23.5,1.06964
C,f.control,H,13.1,22.9,1.01864
C,f.control,N,16.1,43.6,1.04474
C,f.control,G,15,32.1,0.95111
C,f.control,F,15.5,37.9,1.01776
C,f.control,E,13.9,26.8,0.99791
C,f.control,F,12.5,22.1,1.13152
C,f.control,K,15.1,32.2,0.93524
C,f.control,H,16.2,43.4,1.02081
C,f.control,L,15,32.8,0.97185
C,f.control,E,15.4,37.2,1.01855
C,f.control,C,13,34.3,1.56122
C,f.control,G,17.2,49.9,0.98065
C,f.control,D,13.9,25.2,0.93833
C,f.control,M,16.7,48.5,1.04134
C,f.control,L,14.8,30.5,0.94084
C,f.control,E,14.3,30.6,1.04644
C,f.control,P,15.7,36.7,0.94835
C,f.control,D,15.6,35.9,0.94563
C,f.control,K,15.2,38.2,1.08776
C,f.control,D,14.6,28.9,0.92862
C,f.control,C,14.3,30.6,1.04644
C,f.control,K,12.7,27.8,1.35717
C,f.control,M,16.4,45.1,1.02246
C,f.control,L,15.1,33.6,0.97591
C,f.control,D,15.6,37.2,0.97987
C,f.control,F,15.4,36.8,1.00759
C,f.control,G,15,33.3,0.98667
C,f.control,O,16.2,43.6,1.02551
C,f.control,D,17.6,53.7,0.985
C,f.control,K,16.5,45.3,1.00843
C,f.control,A,17.6,54.1,0.99234
C,f.control,A,13.6,24.1,0.95808
C,f.control,I,16.4,46,1.04286
C,f.control,P,16,39.4,0.96191
C,f.control,K,14.2,28.2,0.98488
C,f.control,N,15.9,40.4,1.00506
C,f.control,H,15.6,36.7,0.9667
C,f.control,O,15.6,37.7,0.99304
C,f.control,O,15,31.7,0.93926
C,f.control,L,16.5,41.9,0.93274
C,f.control,K,17,46.9,0.95461
C,f.control,E,11.6,15.1,0.96739
C,f.control,L,14.7,29.8,0.93813
C,f.control,L,16.5,44.3,0.98617
C,f.control,F,14.7,31.8,1.00109
C,f.control,L,16.7,46,0.98766
C,f.control,J,11,14.5,1.08941
C,f.control,A,15.5,37.5,1.00702
C,f.control,N,15.7,37.2,0.96127
C,f.control,N,15.5,33.7,0.90497
C,f.control,P,11.8,16.5,1.00424
C,f.control,A,14.6,30.9,0.99289
C,f.control,C,15.7,40.4,1.04396
C,f.control,E,16,42.8,1.04492
C,f.control,H,16.2,46.9,1.10313
C,f.control,I,15.9,40,0.9951
C,f.control,C,12.9,22.2,1.03415
C,f.control,I,13.9,26.9,1.00163
C,f.control,P,14,26.4,0.9621
C,f.control,N,14.7,32.3,1.01684
C,f.control,H,15.4,38.3,1.04866
C,f.control,L,17.1,49.1,0.98196
C,f.control,K,16.7,49.4,1.06066
C,f.control,N,16.8,47.3,0.99755
C,f.control,D,12.8,21,1.00136
C,f.control,P,15.7,36.1,0.93284
C,f.control,M,15,35.1,1.04
C,f.control,E,15.8,39.9,1.01158
C,f.control,J,16.3,43.9,1.01368
C,f.control,J,14.5,31.1,1.02013
C,f.control,O,15.1,36.1,1.04852
C,f.control,K,17.1,48.9,0.97796
C,f.control,K,17.8,60.6,1.07452
C,f.control,P,10.4,11.8,1.04902
C,f.control,L,14.9,29.9,0.90388
C,f.control,A,16.3,44.3,1.02292
C,f.control,K,17.1,56,1.11995
C,f.control,L,15.7,38.4,0.99228
C,f.control,C,16.3,46.9,1.08295
C,f.control,F,15.4,37.9,1.03771
C,f.control,A,15.9,37.5,0.93291
C,f.control,O,16,42.5,1.0376
C,f.control,N,16.5,45,1.00175
C,f.control,C,15.5,40.3,1.08221
C,f.control,K,16.2,43.2,1.01611
C,f.control,D,16.5,42.4,0.94387
C,f.control,K,11.2,14.2,1.01073
C,f.control,D,16.7,47.2,1.01343
C,f.control,F,14,27.2,0.99125
C,f.control,L,18.9,69.6,1.03092
C,f.control,N,15.8,47.8,1.21187
C,f.control,L,17.3,47.8,0.92319
C,f.control,H,18.8,62.6,0.94211
C,f.control,M,16.2,41.6,0.97847
C,f.control,K,15.9,41.4,1.02993
C,f.control,F,15.9,41.5,1.03242
C,f.control,G,15.1,33.3,0.96719
C,f.control,P,16.2,40.4,0.95025
C,f.control,A,11.8,16.8,1.0225
C,f.control,O,13.2,24.2,1.05219
C,f.control,I,15.6,37.4,0.98514
C,f.control,H,16.8,48,1.01231
C,f.control,D,15.7,36.1,0.93284
C,f.control,N,15.2,32.7,0.93114
C,f.control,O,15.9,39.8,0.99013
C,f.control,L,14.6,30.9,0.99289
C,f.control,I,12.3,19,1.02103
C,f.control,D,16.5,44.8,0.9973
C,f.control,H,17,51.3,1.04417
C,f.control,I,12.8,20.7,0.98705
C,f.control,J,9.5,9.2,1.07304
C,f.control,E,15.1,37.3,1.08337
C,f.control,L,16.2,40.3,0.94789
C,f.control,O,15.5,39.2,1.05267
C,f.control,E,14,27.2,0.99125
C,f.control,E,16.2,42.4,0.99729
C,f.control,L,16,37.2,0.9082
C,f.control,L,15.4,35.1,0.96105
C,f.control,H,15.3,36.2,1.01073
C,f.control,L,17,46.9,0.95461
C,f.control,K,17.4,59.8,1.13515
C,f.control,P,13,26.1,1.18798
C,f.control,G,13.5,23.6,0.9592
C,f.control,O,16.6,47.9,1.04716
C,f.control,K,17.2,52.1,1.02389
C,f.control,F,16,42,1.02539
C,f.control,H,15.8,41.8,1.05975
C,f.control,K,15.9,41.1,1.02247
C,f.control,C,15.9,34.1,0.84833
C,f.control,O,16.8,46.3,0.97646
C,f.control,I,16.2,42.1,0.99023
C,f.control,E,14,27.5,1.00219
C,f.control,K,15.2,34.5,0.9824
C,f.control,E,15,32.8,0.97185
C,f.control,N,15.1,38.5,1.11823
C,f.control,H,17,50.7,1.03196
C,f.control,H,16.6,46.8,1.02311
C,f.control,D,15.5,36.4,0.97748
C,f.control,L,15.5,37.1,0.99627
C,f.control,O,16.3,42.3,0.97674
C,f.control,N,16.3,41.1,0.94903
C,f.control,L,17.2,50,0.98262
C,f.control,N,17,49.4,1.0055
C,f.control,M,15.4,36.4,0.99664
C,f.control,M,14.7,30.4,0.95702
C,f.control,F,15,35.3,1.04593
C,f.control,C,15.1,36,1.04561
C,f.control,I,14.8,31.6,0.97477
C,f.control,E,15.9,33.1,0.82345
C,f.control,O,16.3,45.6,1.05294
C,f.control,N,15.4,35.8,0.98021
C,f.control,D,16.1,41.4,0.99203
C,f.control,L,17.1,51.2,1.02396
C,f.control,G,15.1,34.3,0.99624
C,f.control,M,16.9,49.2,1.01931
C,f.control,C,16,40.9,0.99854
C,f.control,H,13.4,25.6,1.06396
C,f.control,C,15.4,36.8,1.00759
C,f.control,L,15.7,38.9,1.0052
C,f.control,G,16.1,41.1,0.98484
C,f.control,C,14.9,35.9,1.08526
C,f.control,M,16.1,42.4,1.01599
C,f.control,C,16.5,45.4,1.01066
C,f.control,A,14.1,26.3,0.93821
C,f.control,O,16,42.7,1.04248
C,f.control,G,17.2,51.1,1.00424
C,f.control,N,15.9,38.3,0.95281
C,f.control,P,16,38.3,0.93506
C,f.control,G,13.5,24.8,1.00798
C,f.control,F,14.3,30.6,1.04644
C,f.control,A,10.6,12.1,1.01594
D,flow,K,16.7,49.7,1.0671
D,flow,H,16.6,47.8,1.04497
D,flow,L,8.9,10.8,1.53198
D,flow,K,16.6,51.5,1.12586
D,flow,O,16.1,44.8,1.0735
D,flow,J,12.4,20,1.04897
D,flow,J,15.5,39.4,1.05804
D,flow,J,15.9,40.9,1.01749
D,flow,L,17.3,54.6,1.05452
D,flow,I,15.2,38.1,1.08491
D,flow,G,14.9,33.1,1.00062
D,flow,L,16.4,45,1.02019
D,flow,P,14.7,31.3,0.98535
D,flow,M,15.5,38.6,1.03655
D,flow,K,16.5,47.5,1.05741
D,flow,D,15.7,39.4,1.01812
D,flow,I,16.5,46.6,1.03737
D,flow,D,14.5,30.7,1.00701
D,flow,L,15.9,39.1,0.97271
D,flow,L,16.6,43.5,0.95097
D,flow,I,16.8,53.1,1.11987
D,flow,L,16.8,48.8,1.02918
D,flow,F,15.5,40,1.07415
D,flow,P,16.3,44.6,1.02985
D,flow,H,17.5,58.2,1.08595
D,flow,P,15.8,39.6,1.00398
D,flow,N,15.4,36.5,0.99938
D,flow,H,17.1,56.1,1.12195
D,flow,A,15.4,37.4,1.02402
D,flow,K,16.4,44.4,1.00659
D,flow,I,10.5,11.8,1.01933
D,flow,P,10.8,12.7,1.00817
D,flow,D,16.2,41.1,0.96671
D,flow,I,16.2,45.1,1.0608
D,flow,C,16,41.2,1.00586
D,flow,C,16,43.9,1.07178
D,flow,A,14.8,32.9,1.01487
D,flow,H,16.8,51.2,1.0798
D,flow,F,14.5,30.5,1.00045
D,flow,H,16.8,47.6,1.00387
D,flow,A,16.6,46,1.00562
D,flow,F,14,28.9,1.05321
D,flow,K,15,34,1.00741
D,flow,F,14.5,30.7,1.00701
D,flow,E,16,40.6,0.99121
D,flow,P,15.4,37.4,1.02402
D,flow,D,13.4,23.3,0.96837
D,flow,D,16.8,43.6,0.91951
D,flow,P,16,41.2,1.00586
D,flow,L,16.1,43.9,1.05193
D,flow,L,17,49,0.99735
D,flow,K,16.8,52.2,1.10089
D,flow,N,17.3,53.8,1.03907
D,flow,O,15.1,37.8,1.0979
D,flow,L,14.2,27.3,0.95345
D,flow,N,17.2,50.4,0.99048
D,flow,D,10.8,13.9,1.10343
D,flow,L,16.3,44.2,1.02061
D,flow,P,14.3,29.7,1.01566
D,flow,L,15.2,33.6,0.95677
D,flow,O,14.6,30.9,0.99289
D,flow,L,15.3,40,1.11683
D,flow,D,15,32.1,0.95111
D,flow,K,16.4,50.4,1.14261
D,flow,O,15.3,37.3,1.04144
D,flow,L,16.5,45.8,1.01956
D,flow,A,16.2,45.9,1.07961
D,flow,K,14.4,30.6,1.02479
D,flow,O,16,42.4,1.03516
D,flow,I,16.4,45.1,1.02246
D,flow,L,17.8,54.8,0.97167
D,flow,M,17.3,51.7,0.99851
D,flow,L,18.8,66.1,0.99478
D,flow,A,13.4,23.5,0.97668
D,flow,C,16,42.4,1.03516
D,flow,N,17.5,50.6,0.94414
D,flow,D,11.6,15.1,0.96739
D,flow,D,16.4,46.3,1.04966
D,flow,K,17.3,55.4,1.06997
D,flow,G,17.1,48.1,0.96196
D,flow,A,13.5,24.7,1.00391
D,flow,G,15.9,41,1.01998
D,flow,D,15.4,37.1,1.01581
D,flow,C,15.2,37.3,1.06213
D,flow,L,16.8,46.5,0.98068
D,flow,I,14.5,33.3,1.0923
D,flow,L,9.4,10.9,1.31233
D,flow,J,11.9,17.6,1.04441
D,flow,G,16.1,42.8,1.02557
D,flow,L,17.4,52.6,0.99848
D,flow,P,15.5,37.4,1.00433
D,flow,K,16.5,47.8,1.06408
D,flow,N,16.4,41.7,0.94538
D,flow,A,15.5,37,0.99359
D,flow,I,16,40.1,0.979
D,flow,E,16.2,38.1,0.89615
D,flow,P,17.6,53.3,0.97766
D,flow,E,13.6,26.3,1.04554
D,flow,P,15.9,40.3,1.00257
D,flow,N,18,57.2,0.9808
D,flow,E,11,12.6,0.94666
D,flow,F,14.3,29.7,1.01566
D,flow,P,16.2,39.3,0.92437
D,flow,F,11.7,20.2,1.26123
D,flow,M,17.4,57.4,1.08959
D,flow,F,15.6,39.4,1.03782
D,flow,G,18.3,65,1.06062
D,flow,K,17.1,54.8,1.09595
D,flow,P,14.4,29,0.9712
D,flow,O,15.4,41.2,1.12807
D,flow,L,17,53,1.07877
D,flow,H,17.6,57.7,1.05837
D,flow,D,16.5,40.8,0.90826
D,flow,I,16.6,46.1,1.00781
D,flow,I,15.4,37.8,1.03497
D,flow,O,15.1,35.4,1.02819
D,flow,F,14.9,35.7,1.07922
D,flow,E,15,33.1,0.98074
D,flow,C,14.8,33.9,1.04572
D,flow,O,16.3,44.2,1.02061
D,flow,P,15.1,34.2,0.99333
D,flow,P,16.3,45.1,1.04139
D,flow,F,13.7,27.6,1.07336
D,flow,D,16.1,41.4,0.99203
D,flow,O,16.5,46.7,1.0396
D,flow,E,13.4,25.3,1.05149
D,flow,O,15.8,41.5,1.05215
D,flow,K,15.5,43.4,1.16545
D,flow,C,14.1,28.2,1.00599
D,flow,L,15.6,38.9,1.02465
D,flow,A,15.4,37.4,1.02402
D,flow,N,16.6,46.6,1.01874
D,flow,O,16.1,43.2,1.03516
D,flow,P,10.1,11.1,1.07736
D,flow,O,16.3,44.8,1.03446
D,flow,A,15.5,39.5,1.06072
D,flow,P,14.7,33.3,1.04832
D,flow,C,9.2,9.8,1.25853
D,flow,I,15.9,41.8,1.03988
D,flow,J,16.5,47.2,1.05073
D,flow,I,15.1,35,1.01657
D,flow,A,14.5,31.4,1.02997
D,flow,D,16.1,42.8,1.02557
D,flow,M,15.6,40.2,1.05889
D,flow,K,17,47.8,0.97293
D,flow,K,15.3,36.5,1.0191
D,flow,C,14.3,31.2,1.06696
D,flow,C,17.7,56.4,1.01709
D,flow,J,13,22.7,1.03323
D,flow,E,16.8,48.8,1.02918
D,flow,A,15.9,43.1,1.07222
D,flow,D,15.6,36.9,0.97197
D,flow,D,16.2,43.3,1.01846
D,flow,H,14.7,31.2,0.98221
D,flow,L,17.1,53.3,1.06596
D,flow,L,16.1,43.3,1.03755
D,flow,H,16.9,49.6,1.02759
D,flow,E,15.5,36.8,0.98822
D,flow,E,15.4,37.5,1.02676
D,flow,K,15.7,44.6,1.15249
D,flow,H,16.7,50.1,1.07569
D,flow,O,16.8,50.7,1.06925
D,flow,H,14.5,38,1.24646
D,flow,G,18.9,69.9,1.03536
D,flow,K,15.8,41.2,1.04454
D,flow,P,15.1,34.9,1.01367
D,flow,O,16.3,48.8,1.12683
D,flow,E,14,27.6,1.00583
D,flow,D,15,34.7,1.02815
D,flow,H,16.4,47.3,1.07233
D,flow,L,17.6,59,1.08222
D,flow,O,17.4,56.7,1.0763
D,flow,I,12.8,22.5,1.07288
D,flow,P,15.6,40.6,1.06943
D,flow,F,14.7,30.1,0.94758
D,flow,I,14.9,33.2,1.00364
D,flow,E,12.8,19.6,0.9346
D,flow,F,14.5,32.5,1.06605
D,flow,I,15.6,38.8,1.02202
D,flow,J,15.6,39.8,1.04836
D,flow,F,14.6,32.7,1.05073
D,flow,A,15.7,42.5,1.09822
D,flow,O,16.3,44.7,1.03215
D,flow,I,15.2,36.3,1.03366
D,flow,N,15.9,42,1.04486
D,flow,E,15,32.3,0.95704
D,flow,O,16.6,48.4,1.05809
D,flow,N,16.6,45.4,0.9925
D,flow,C,16.4,45.4,1.02926
D,flow,K,14.1,28.1,1.00242
D,flow,K,15.5,40.1,1.07684
D,flow,C,15.1,36.7,1.06595
D,flow,N,14.6,31.8,1.02181
D,flow,N,17.3,53.3,1.02941
D,flow,G,16,40.3,0.98389
D,flow,O,16.2,43.8,1.03022
D,flow,O,15.7,41.1,1.06204
D,flow,N,15,37.3,1.10519
D,flow,O,15.5,37,0.99359
D,flow,O,16.3,42.6,0.98366
D,flow,E,15.1,36.1,1.04852
D,flow,F,15.2,37.5,1.06783
D,flow,L,15.5,37.4,1.00433
D,flow,L,15.7,38.2,0.98711
D,flow,P,15.4,37.3,1.02128
D,flow,D,16.6,46.2,1.00999
D,flow,F,14,30.8,1.12245
D,flow,J,14.3,32.3,1.10457
D,flow,C,15,35,1.03704
D,flow,L,16.1,42.9,1.02797
D,flow,P,16.6,46.2,1.00999
D,flow,J,15.1,37,1.07466
D,flow,M,16.3,42.7,0.98597
D,flow,I,14.5,33.5,1.09886
D,flow,K,15.6,43.2,1.13792
D,flow,I,14.7,31.8,1.00109
D,flow,P,16.6,42.3,0.92473
D,flow,F,14.5,32.9,1.07918
D,flow,K,14.9,36.2,1.09433
D,flow,H,14.6,34.4,1.10535
D,flow,I,15.5,38.7,1.03924
D,flow,C,14.7,34.4,1.08295
D,flow,G,18.2,68,1.12796
D,flow,N,16.3,44.5,1.02754
D,flow,F,17,52.1,1.06045
D,flow,M,17.1,51.5,1.02996
D,flow,F,14.5,33.8,1.1087
D,flow,C,16.1,45.3,1.08548
D,flow,H,16.6,48.6,1.06246
D,flow,M,16.4,45.6,1.03379
D,flow,F,14.3,31.7,1.08405
